"날짜","향수"
"2020-09-27",42
"2020-09-28",49
"2020-09-29",37
"2020-09-30",43
"2020-10-01",50
"2020-10-02",47
"2020-10-03",58
"2020-10-04",53
"2020-10-05",57
"2020-10-06",52
"2020-10-07",44
"2020-10-08",47
"2020-10-09",43
"2020-10-10",38
"2020-10-11",54
"2020-10-12",49
"2020-10-13",51
"2020-10-14",48
"2020-10-15",51
"2020-10-16",38
"2020-10-17",39
"2020-10-18",48
"2020-10-19",48
"2020-10-20",48
"2020-10-21",43
"2020-10-22",49
"2020-10-23",45
"2020-10-24",42
"2020-10-25",49
"2020-10-26",42
"2020-10-27",42
"2020-10-28",47
"2020-10-29",37
"2020-10-30",36
"2020-10-31",41
"2020-11-01",56
"2020-11-02",54
"2020-11-03",61
"2020-11-04",52
"2020-11-05",51
"2020-11-06",38
"2020-11-07",42
"2020-11-08",49
"2020-11-09",52
"2020-11-10",59
"2020-11-11",47
"2020-11-12",48
"2020-11-13",45
"2020-11-14",36
"2020-11-15",51
"2020-11-16",44
"2020-11-17",52
"2020-11-18",55
"2020-11-19",50
"2020-11-20",44
"2020-11-21",50
"2020-11-22",62
"2020-11-23",61
"2020-11-24",49
"2020-11-25",46
"2020-11-26",51
"2020-11-27",48
"2020-11-28",46
"2020-11-29",56
"2020-11-30",60
"2020-12-01",64
"2020-12-02",56
"2020-12-03",63
"2020-12-04",70
"2020-12-05",58
"2020-12-06",79
"2020-12-07",61
"2020-12-08",65
"2020-12-09",69
"2020-12-10",71
"2020-12-11",70
"2020-12-12",61
"2020-12-13",67
"2020-12-14",79
"2020-12-15",75
"2020-12-16",79
"2020-12-17",80
"2020-12-18",69
"2020-12-19",71
"2020-12-20",77
"2020-12-21",78
"2020-12-22",69
"2020-12-23",78
"2020-12-24",70
"2020-12-25",70
"2020-12-26",61
"2020-12-27",71
"2020-12-28",69
"2020-12-29",62
"2020-12-30",74
"2020-12-31",52
"2021-01-01",58
"2021-01-02",60
"2021-01-03",68
"2021-01-04",70
"2021-01-05",67
"2021-01-06",74
"2021-01-07",57
"2021-01-08",59
"2021-01-09",62
"2021-01-10",77
"2021-01-11",71
"2021-01-12",71
"2021-01-13",70
"2021-01-14",61
"2021-01-15",61
"2021-01-16",65
"2021-01-17",65
"2021-01-18",70
"2021-01-19",65
"2021-01-20",71
"2021-01-21",60
"2021-01-22",53
"2021-01-23",63
"2021-01-24",78
"2021-01-25",79
"2021-01-26",70
"2021-01-27",65
"2021-01-28",66
"2021-01-29",66
"2021-01-30",66
"2021-01-31",70
"2021-02-01",78
"2021-02-02",78
"2021-02-03",80
"2021-02-04",78
"2021-02-05",69
"2021-02-06",72
"2021-02-07",90
"2021-02-08",77
"2021-02-09",61
"2021-02-10",60
"2021-02-11",68
"2021-02-12",71
"2021-02-13",80
"2021-02-14",93
"2021-02-15",79
"2021-02-16",66
"2021-02-17",85
"2021-02-18",76
"2021-02-19",67
"2021-02-20",66
"2021-02-21",72
"2021-02-22",59
